Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
TESK2,0.5165231,0.7056668033403708,0.872944540656793,DUSP7,0.400729,0.14698585401911696,0.21678007513500566,FOXF1,0.5385805,0.7984376718906536,0.888120676899598,ASRGL1,0.8673378,2.531846002115818e-07,5.03832012973786e-07,ARMC7,0.5021073,0.030786486979079247,0.0687830734993729,SBNO2,0.61680907,0.2579037124181015,0.3057567028919079,IL4I1,0.20743452,0.0754478524306079,0.12695495471989457,SLC39A5,0.026732923,0.9784810239804682,0.9942743708001077,ROBO2,0.56834805,3.803317413436869e-128,1.5708720964310133e-127,STX2,0.25063697,1.1498258858611803e-08,3.72705589978886e-08,IFT88,0.4860333,3.10616461313302e-114,8.623663786130159e-114,SLC1A7,-0.52871066,0.5530127743032567,0.5929290131986893,PPOX,0.44696715,0.14142720861424599,0.22036128767357016,FAM161A,0.5604891,0.0008118565171023586,0.0018499982720985649,SCN4A,-0.045657076,0.7691974439279392,0.8325481143845284,TMEM79,1.1964637,0.2865285725370885,0.5369421846097977,MAD2L1BP,0.69948536,4.7464789353378676e-35,1.2644988542298163e-34,DTNBP1,-0.01978175,5.146694264438804e-13,9.967138436919084e-13,CCDC63,-2.3511624,0.5920379789917416,0.6891659991471935,ADAMTS7,0.31647167,9.641691278647555e-210,2.6327556500334524e-209
MAP3K14-AS1,1.5976931,0.705880527490959,0.8730658024007173,SDHAF4,0.39179155,0.14714076930057118,0.2169661446296258,RSPH6A,0.03901781,0.7990519654402316,0.8886074911520135,FMR1,0.16102207,2.5476231287823426e-07,5.06904789183693e-07,RNF103,0.22011264,0.030833288219926275,0.06887744017393833,ERVMER34-1,-0.7391005,0.2565053151089193,0.3041227288572401,FAM20C,0.2913763,0.0757955959235876,0.12746903651423938,FGF8,-0.29297733,0.9779763997054428,0.9941146241230244,SIKE1,0.5303794,4.355600235011746e-128,1.7984875170122373e-127,SLC52A2,0.59814024,1.159467943159489e-08,3.755889718429493e-08,SPCS3,0.19954158,4.0000244602146395e-114,1.1103249798337197e-113,GCNT3,-0.17684256,0.5529357378297232,0.5928885367904925,RAB3D,0.26131603,0.14160932492768222,0.22062227023934963,UTP23,0.4329858,0.0008131245181589931,0.0018523283363102677,PCDHB16,0.55222255,0.7690365649363409,0.8324702222076643,ARHGEF28,0.88885385,0.2865446829344892,0.5369421846097977,LYPLA1,0.17187862,4.798294004734804e-35,1.2780771817765206e-34,VPS53,-0.02867728,5.201695357862356e-13,1.0071069447191618e-12,ACKR2,-0.8996011,0.5919813752710625,0.6891532640844551,LINC01515,0.18182275,1.353719643703171e-209,3.6957917624399885e-209
ZFP41,0.23704065,0.7068488411913937,0.8739769548796095,SV2A,0.8547646,0.14739895652467574,0.2173256205422437,FNBP1,0.09152413,0.8002742537445888,0.8898356323225031,HES5,0.9513525,2.5588306109205006e-07,5.090005480428653e-07,POFUT1,0.39912477,0.030863550805734608,0.06892463876296932,MTMR7,0.11891534,0.25647263933356035,0.30410787812869994,PCDH19,0.71908855,0.07588588067226007,0.12760665304799432,FCGR3B,-1.8751872,0.9779656005773635,0.9941146241230244,PPIH,0.4466798,4.4473343067840275e-128,1.8358634944744131e-127,TMEM235,7.1151896,1.168882936856982e-08,3.785575382627805e-08,HELZ2,1.0136764,5.229524889131855e-114,1.4510753746419921e-113,ZNF729,-2.2524693,0.5527002506084953,0.592678142829573,UNKL,0.331357,0.14195919278966995,0.22109887900739927,SERGEF,0.40772974,0.000817798098966641,0.0018626937684280934,SACS-AS1,-0.81640893,0.7686004999300475,0.832057868513326,C19orf38,1.2183957,0.28692971740473416,0.5375484422473938,CCNB2,0.71358925,5.066785512638045e-35,1.3488785845251964e-34,CDH4,0.86279094,5.543207872160729e-13,1.072127299841724e-12,GSN-AS1,-0.44111228,0.5919272422713069,0.6891434035607933,UGGT1,-0.055639233,1.6710006300563332e-209,4.5611758923512716e-209
SLFNL1-AS1,0.555697,0.7072633776000539,0.8743395813450231,EWSR1,0.028886389,0.14813398944385506,0.21834536270013286,HCRTR1,1.4173878,0.8009898879185472,0.8904345454085676,FANCE,0.32782492,2.5728809694470667e-07,5.117279861741583e-07,CC2D1B,0.70694673,0.03092694790035769,0.06904578368523644,ATP13A4,-0.33326364,0.25587849427987797,0.30342722052894777,SLC4A8,0.77905816,0.075957515856442,0.12771288205274317,SLC5A11,0.4644457,0.9777934095224158,0.994062521826359,LETMD1,0.37019187,4.5597279873206997e-128,1.8817450036818155e-127,DBF4,0.49942815,1.2033604354123784e-08,3.8963989897540474e-08,LINC01426,2.6819754,7.568690086307024e-114,2.0993690641894066e-113,ATP1A4,-0.3964281,0.5523305203681479,0.592323755659496,PCK2,0.92452043,0.14416796489746825,0.22430751816830832,C5,1.0195618,0.0008192391968141897,0.0018656945764780068,JCHAIN,-1.321474,0.7679913375347032,0.8314580535203544,HCCS,0.3469996,0.2869394547273393,0.5375484422473938,U2SURP,0.16381302,5.124988298875144e-35,1.3641326879475075e-34,RAB11FIP3,0.1053495,5.644812087322477e-13,1.0916389546626194e-12,DERL3,0.346614,0.591851382459639,0.6891082444129665,PYROXD1,0.26602283,1.8755320865986034e-209,5.118540732539986e-209
KCNQ4,1.3120046,0.7078597519925058,0.8747854966713974,BCL7A,0.31638595,0.1482795802652527,0.2185172761803724,SPR,0.34622908,0.801232083489416,0.8905335959353627,DCTN6,0.14027403,2.578267458809097e-07,5.1273174974762e-07,KLC1,0.303325,0.030959736236117252,0.06910876191029161,SLC24A2,-0.7457113,0.25442708550231063,0.30172981096973694,SMOX,-0.15677258,0.07617511253488182,0.12803404675961857,ABCG5,0.63211113,0.9777102865924251,0.994062521826359,STRBP,0.34504265,5.64883177559373e-128,2.330567773571913e-127,AP1S3,1.5205133,1.2079189302974126e-08,3.9103201407225546e-08,DSN1,0.62586755,9.953277321639108e-114,2.7597806602641446e-113,PCP4L1,0.008436311,0.5522882185995651,0.5923204800387036,KCNC3,0.7460511,0.1442190021486192,0.22434864070896943,NEMP2,0.6761898,0.0008275648488276175,0.0018829502033026388,SH2D1A,-2.5444477,0.7678921955619807,0.8314103605295512,HRAS,0.19576633,0.2876015569870636,0.538364545371567,MAP1S,0.66365033,5.386523693874458e-35,1.4332407543715324e-34,LRRC42,0.2768314,5.651445183894429e-13,1.0927816875763578e-12,SLC10A6,-0.07546483,0.5914724890396328,0.6887202225589181,BICD1,-0.24078497,7.484210102749144e-209,2.0410498531024593e-208
ZMYND12,1.3712597,0.7087522196900122,0.8752883565038466,GRIA3,0.7805011,0.14923497811416622,0.2198179084227012,PDPR,0.1815471,0.8012560097539286,0.8905335959353627,GTPBP4,0.07679521,2.5874859888014135e-07,5.143616773312821e-07,ARL17B,0.37797427,0.03130579419809953,0.06983991811348383,SPTBN2,-0.4803133,0.25343867158586786,0.3005812519900917,MXRA5,-0.059184268,0.07618246355031637,0.12803404675961857,GPR179,0.67361706,0.9773658755793702,0.9940296377278695,TULP4,0.2643752,6.339221908504641e-128,2.6146908183424993e-127,CDK5,0.94978,1.2193669664805116e-08,3.946533617440249e-08,CSTF1,0.64866126,1.2192878211503453e-113,3.380141770169179e-113,DGKK,-0.310319,0.5522138176729544,0.5922827756605946,NKD1,1.1895521,0.14428098061460878,0.2244139502664821,PLEKHA8,0.44834343,0.0008279111373219929,0.0018834541580439429,SIAH3,-0.7312083,0.7677522688212713,0.8313184991426766,NTAN1,0.33409685,0.2876707003994029,0.5383837066502715,HEXB,0.2631772,5.518839831501123e-35,1.4681884494450018e-34,TFRC,-0.2566576,5.673692915927294e-13,1.0969430372428223e-12,EPHX3,0.071050495,0.590108855197854,0.6871854045251553,ZNF337,0.22401834,1.639765689590823e-208,4.469449844194456e-208
ADGRF3,1.0355673,0.7087794198803015,0.8752883565038466,SNX17,0.07731561,0.14929143694914251,0.21987961026997743,FAM118A,0.14827923,0.8034852015176153,0.8925001373987952,MAPK9,0.22919092,2.6187768404326515e-07,5.203077945735859e-07,HSD17B2,4.6001487,0.031390789248184815,0.06999000736630867,CEBPB-AS1,-0.51437104,0.2533999337664654,0.30055892804177115,CCDC85C,0.4456052,0.07619102581193785,0.12803417899496336,SLC12A1,0.22477633,0.9773550766827132,0.9940296377278695,TRO,1.1501988,7.108913852418657e-128,2.931358684718644e-127,NUTM2B-AS1,0.17134799,1.2431070979548846e-08,4.021644656449114e-08,RBMS2,0.24021506,1.2365585664141514e-113,3.427390612364072e-113,POU5F1B,-1.7706939,0.551255861013608,0.591297331515094,PEX11B,0.43140104,0.14471861074140135,0.22495553335145013,GLUD1,0.23154576,0.0008411252816699232,0.0019129389317303317,B3GAT1,-0.96134466,0.7674114221232192,0.8311276671586452,EML3,0.1960562,0.28773463541714406,0.5384365924011826,SHC1,0.40640375,5.960262802675187e-35,1.5850623122109943e-34,ZNF226,0.22984943,5.987329058448836e-13,1.1569880941115216e-12,FABP6,-0.6228399,0.5895365814115187,0.6865719644002345,FAM180A,2.5007439,9.817890019577554e-208,2.6726478386627784e-207
SUPT3H,0.11974078,0.7102907369181638,0.8768677138297691,FAM83H,1.0519191,0.14933115995315854,0.21991275238599672,HSF2BP,0.006775556,0.8040684774291059,0.8930018000853681,ODC1,0.28681228,2.642774268755963e-07,5.250065718581676e-07,DOK4,0.39029485,0.03142147078617925,0.07003586428962003,MCOLN3,-1.5806646,0.25310774236719613,0.3002359543979976,DSCAM,1.3405528,0.07634071474258057,0.1282714392000697,PCDHB12,0.47804487,0.9772873442482604,0.9940296377278695,DPP8,0.26784208,8.761345731872566e-128,3.6117517013226104e-127,BBS4,0.43044546,1.262325551290097e-08,4.0811947772215395e-08,RAB1B,0.29220614,1.6702063942827336e-113,4.6259414392576644e-113,EFHB,0.26163194,0.5511883020895036,0.5912668885588733,ABHD8,0.5188742,0.14476328709784111,0.22500180524002245,INIP,0.3852875,0.0008515325878052816,0.0019363160788243648,ASB12,-0.77199346,0.7671038377062981,0.8308548240751723,PARVG,0.15378945,0.28798605693320045,0.5387066895433641,MAT2A,0.21719936,6.700358849216721e-35,1.7815682831638259e-34,ZFPM1,0.23890634,6.003218371939154e-13,1.1599100200909705e-12,KCNMA1,-0.12191085,0.5894519506868028,0.6865719644002345,ABHD3,-0.12895045,1.4144887066433546e-207,3.849858171444816e-207
TLE3,0.26049453,0.7104227084420139,0.8768871772149239,FBXO46,0.25346515,0.14934308237503846,0.21991275238599672,HSD17B3,0.2724765,0.8046168819494517,0.8933023097134614,PSMA3,0.23873413,2.7018538470081483e-07,5.366018983951437e-07,MTURN,0.35243168,0.03149510232765984,0.07017925355515167,MPZL3,0.44310722,0.2514300490229594,0.2983162185420207,SLC17A7,1.4020104,0.07667596129323435,0.1287917204048406,SERPINB5,-3.8531547,0.9770657866904039,0.9940296377278695,CBY1,0.42419624,8.931692922480119e-128,3.680969677391315e-127,RHOBTB1,0.24940547,1.2631102344677324e-08,4.08285706973378e-08,SDHAF1,0.69794637,1.934472963594262e-113,5.356892837901762e-113,TTC39B,0.6716447,0.5503889246263747,0.5904513541698355,INO80E,0.26736245,0.14496938704063936,0.22529893823677574,MEGF8,0.42153668,0.0008574920729635529,0.0019495737217785389,CKMT1B,-2.6094873,0.7669548591351549,0.8307530850547448,ZNF329,0.75412816,0.28838378531706244,0.5391833607538536,MEX3D,0.7614017,7.149178042087394e-35,1.9005706360962297e-34,CARS2,0.082025886,6.237339227089008e-13,1.2049913417207796e-12,SLC6A12,0.108878344,0.587301187767129,0.684484076851346,MSS51,1.1248181,2.8802457612500093e-207,7.836428525109995e-207
ARL14EPL,3.5187016,0.7117545233813524,0.8781001607840571,NCR3LG1,0.8788725,0.14987846972002303,0.22065806897030413,MEN1,-0.117754355,0.8047091624585736,0.8933023097134614,DHRS1,0.26881996,2.7831953049835857e-07,5.52611281973586e-07,ATXN7L3,0.60343164,0.03157114134859145,0.07030716618458642,VMO1,-1.5119436,0.25133587949799463,0.29822793406586484,IRF8,-0.23167321,0.07671917653610495,0.12883563060897918,HNF1A,0.14715144,0.9768134199607659,0.9938726480959662,SLC29A1,0.60844237,1.0315897400384798e-127,4.250273643642025e-127,HERPUD1,0.1779289,1.2750646070581872e-08,4.1206156423387925e-08,ZNF677,0.45888227,2.255931169926899e-113,6.244774984691262e-113,THPO,-1.3377293,0.5463787984190446,0.5862743566114625,PHF19,0.56393915,0.14505266569482034,0.2253730859230374,RUVBL1,0.33971965,0.000858305883798046,0.0019508362045602577,PCDHGC4,-0.5083587,0.7669491890996417,0.8307530850547448,TOPBP1,0.11038284,0.2885415110856714,0.5394114313520317,CTSD,0.13806334,8.685051865568801e-35,2.307654978083879e-34,STX11,0.3751574,6.268463783721335e-13,1.210849295071322e-12,NTNG2,0.24358457,0.5870790239061524,0.6842907498294448,NME7,0.037100133,3.612977964346652e-207,9.826466649471918e-207
GLIDR,0.77215964,0.7122770327787025,0.8785787193616732,SPN,0.63931495,0.15052452578852998,0.2215876066329004,SCARF2,0.018213218,0.8047533927156255,0.8933023097134614,RPP38,0.37336695,2.7887708857143166e-07,5.536454907550706e-07,ZNF316,0.66418016,0.03164744399450985,0.07045629514163484,CFTR,-0.7711348,0.25092323654810444,0.29776171457650513,ZBTB33,0.02194951,0.07691118166416944,0.1291293307014846,CCNJ,0.39159334,0.9766489964569098,0.9938726480959662,NABP2,0.77658236,1.0886965463919603e-127,4.484336320455094e-127,RRAGA,0.21467152,1.2975556353221332e-08,4.191504633621925e-08,TUBG1,0.4561397,2.531418063738077e-113,7.004796739628724e-113,CNGA4,-0.22510801,0.5447459806977195,0.5846054426999917,SLC8A2,2.1041946,0.1451299715216625,0.22543243415036335,POLR2D,0.5050805,0.000860853772140533,0.0019560381103801453,LHFPL5,0.5247058,0.7668544283730412,0.8307530850547448,KRI1,0.22514556,0.28893757537883125,0.5399866002060195,PRPS1,0.57234347,9.627160308736817e-35,2.5570767930210495e-34,SLC2A11,0.19082497,6.386270164181977e-13,1.2326587711706663e-12,ZNF99,0.08573227,0.586861912321438,0.6840905214146245,SENP8,1.2307496,6.1217121162650275e-207,1.6640648281461058e-206
BAZ1A,0.11584579,0.7125387015086483,0.8786366601167187,PIH1D1,0.15626013,0.1510685814553727,0.22234513666125263,KLB,-0.02189308,0.806426956160279,0.8946993767823959,NCOR1,0.14313675,2.8177793182702077e-07,5.59257304988611e-07,MAD2L2,0.10071336,0.031702649767479905,0.07056878912843757,HSPA6,0.16199623,0.25020392486149545,0.29693148022408505,NEURL1,0.25609982,0.07696409260188881,0.1292037914958516,RIN1,0.52663535,0.9764412806962499,0.9938726480959662,ILF3,0.19632019,1.1015563680439666e-127,4.536067859896192e-127,NMB,0.9907079,1.3010076312898656e-08,4.20175629604679e-08,SART1,0.4247406,2.907243542981184e-113,8.04181076808505e-113,TINCR,0.72396517,0.5443899185780083,0.584264873501586,TRIM59,0.47177312,0.1455117090126258,0.2259788755318531,NUB1,0.3134203,0.0008863884898709051,0.0020122405368729994,LINC01562,0.025852405,0.76681468379803,0.8307530850547448,TET3,-0.29612282,0.2889565189016574,0.5399866002060195,CDK9,0.47234908,9.801111782818184e-35,2.602822083869295e-34,CHTF8,0.32341728,6.515955212999362e-13,1.2573685727475564e-12,COMMD6,0.1049257,0.5856315138726873,0.6827617464168866,CA3,0.690441,6.468607723098459e-207,1.7580448002341427e-206
COL5A1,-0.046064142,0.7133626592832951,0.8792934705899615,USH1C,1.0576078,0.151229347674777,0.22256005022991074,METTL4,0.311186,0.8066950026486122,0.894865195146847,CHORDC1,0.16051795,2.8619960898812684e-07,5.677345555794966e-07,FIS1,0.13838115,0.031712886472043476,0.07057680320046782,LYPD6B,-1.5533777,0.2501896178029327,0.29693148022408505,UBE2L6,0.057388924,0.07899101116462091,0.13244443289595145,CDHR1,0.092502266,0.9762351846499997,0.9938172955641008,CMBL,0.70561343,1.3471615400380193e-127,5.5459252488417315e-127,AFMID,0.27278492,1.3166429779981227e-08,4.2513427094453715e-08,SNX21,0.7980631,2.992931538782215e-113,8.277317717299101e-113,ACE,0.26044124,0.5443625099299476,0.584264873501586,BEGAIN,1.1989663,0.14605750999610995,0.2267098571285911,PGBD1,0.6363507,0.0009024750518605134,0.0020481433808539652,RAET1G,-2.5026453,0.7659288049515911,0.8298799285181573,SWI5,0.29024246,0.29001887933676274,0.5417035800681216,CNTN6,1.1108509,1.108408378701414e-34,2.9419801708339325e-34,NOLC1,0.12982434,6.724524337192145e-13,1.2971181147354788e-12,C19orf33,0.03092981,0.5848405661963553,0.6819449760515641,POMT1,0.47134605,3.226831334513751e-206,8.76675760584726e-206
PTGFR,0.76489097,0.7138729307037721,0.8797787253128637,CASKIN2,0.25102398,0.15146590595823547,0.22288645209844868,EPHA1,0.91511434,0.8070104870081929,0.8951097984247546,PCTP,0.23126401,2.8676379475321034e-07,5.687789710100474e-07,ST3GAL2,0.30784643,0.03195261459901188,0.07102045059326764,KCNH8,-0.6639496,0.25013237113977915,0.2968932556226148,TRIM47,-0.14454338,0.0791629352123232,0.132703212065354,PAX5,-0.45678794,0.9760889270971685,0.9938172955641008,CDC42SE2,0.17096007,1.3953134175885452e-127,5.74258797334233e-127,DHX29,0.20545882,1.3235173684897199e-08,4.271711746203347e-08,SMC2,0.40982336,3.347028059020347e-113,9.25322356965288e-113,IL20RB,0.53319365,0.5417483326649561,0.5815952366324881,LAS1L,0.409317,0.1461385952439836,0.22681238990355826,AGO1,0.4448352,0.0009097945745998054,0.0020638237967624024,HOXC6,-1.0947067,0.7656360238541999,0.8296222624933648,NUP107,0.23951066,0.29030014767181145,0.5420947573203387,PYCR2,0.54609954,1.1608854787855356e-34,3.0807251003747676e-34,PHF1,0.1690708,7.065840142693454e-13,1.3626074550668235e-12,CDK15,-0.19377838,0.5841424670586293,0.6811835970366893,WAC,-0.0017077753,3.6572725654437e-206,9.934405607933104e-206
TEX14,0.5070867,0.7139784473677107,0.8798369174225108,ESRP1,0.837833,0.1514831596446771,0.2228901087411004,FICD,0.15329199,0.8070764723470378,0.8951097984247546,ST6GAL1,0.16996935,2.933810725535147e-07,5.817510375742536e-07,CUL9,0.6955021,0.032132648369127347,0.07135755285268833,TFAP2A,-1.9803939,0.2487979335147511,0.2953325792515828,CYB5R4,0.30222243,0.07937628732962113,0.1330460826719949,CNGA3,-17.070295,0.9758337625965837,0.9937438019640784,PROSER1,1.0534959,1.5174710487397641e-127,6.243640421913992e-127,P3H1,0.23273857,1.3376181914518932e-08,4.3162997103681786e-08,ARFRP1,0.35249168,3.540988141126775e-113,9.787654400345291e-113,TM4SF4,-2.3502305,0.5402941662611784,0.5801166446509466,ADGRA1,4.6871653,0.14678763449663654,0.2276681472255541,BRCA2,0.286065,0.0009102629552776401,0.0020645759725052815,IDO1,0.06019898,0.7654248150397505,0.8294529553083876,SRP68,0.19958797,0.2904687716329529,0.5422754455077344,MIF4GD,0.82221943,1.4737637982326921e-34,3.904853097424121e-34,SMC1A,0.00013722583,7.270126617995589e-13,1.401286729486455e-12,DDTL,-0.06319753,0.5836885909579308,0.6807069171421909,USP14,0.030029412,4.3989846700545077e-206,1.1946999575393671e-205
SMC1B,1.2814219,0.7150481754659817,0.8809393521740894,TSPAN18,0.044160962,0.15215990480716296,0.22384221496731685,NUTM1,0.83520466,0.8072939125109733,0.8952663478297898,SPATA6L,1.1797689,3.0495941829605554e-07,6.045511021836425e-07,DAXX,0.19688366,0.032205135325559374,0.07149748489752017,RHBDL3,-0.41686627,0.248037125893649,0.2944526314785614,MIAT,1.3029531,0.07945992384689808,0.13317147925567863,ZNF782,0.55635166,0.9757254827164243,0.9937005860824802,ATF7IP,0.24477543,1.6227544100836448e-127,6.675009418637877e-127,WDR43,0.16684303,1.3510211205831307e-08,4.3586170910304845e-08,EXOSC3,0.4847949,7.834917035359027e-113,2.1644621617726234e-112,ENDOU,-0.90475005,0.539624615627234,0.5794389682708087,HS3ST4,2.2152543,0.14709758652672542,0.22806623955838712,NUP35,0.42910352,0.0009252286461305948,0.002097259045870072,SLC6A2,-1.7962306,0.7650210176875337,0.8290749101637411,WDR53,1.0003611,0.2905144871414568,0.5422937093307193,CCDC112,0.51980245,1.5911155645899789e-34,4.213566608315839e-34,RASGEF1B,0.1938813,7.346809791819372e-13,1.4158862645656744e-12,TACR2,-1.7031242,0.5820038967543979,0.6790045462134643,FZD1,0.7113842,8.30551774265956e-206,2.254440175759318e-205
DNAH5,1.8081491,0.7153775864610604,0.8810888633884131,USP51,0.64008594,0.15298594717808237,0.22499161126599287,LINC00336,2.6151805,0.80788837940606,0.8956753226113667,POLA1,0.25365892,3.05394162450995e-07,6.053334252312078e-07,SNX15,0.55991465,0.03221892850269631,0.07151758625719852,ADAP1,-0.7602329,0.2471057084456414,0.2933699930665214,LY96,0.12638168,0.07955624870070109,0.1333181107473885,HTR2C,-0.27127153,0.9756544191283543,0.9936952688274479,LPIN2,0.37142655,1.7475603926395904e-127,7.186425462048146e-127,DYNC1LI2,0.1430649,1.3524556499897662e-08,4.362312603044572e-08,SLC25A22,1.3483444,9.658549921125261e-113,2.666791719897959e-112,RNF17,0.1211531,0.5391222810145245,0.5789407617099191,NXPH4,1.7588807,0.14756611344080858,0.22872217151573207,NTHL1,0.31771198,0.0009259528586085542,0.002098270351669715,ANO9,-0.54672855,0.7649224389681003,0.8290276085390714,MON1A,0.8201076,0.29069345580994055,0.5425606771065573,CNOT3,0.5565655,1.6125528859675603e-34,4.268838476586988e-34,DHTKD1,0.095756434,7.639762100654768e-13,1.4714049211725596e-12,RPA2,0.5339977,0.5812799518144314,0.6782123720744799,ZBTB41,0.27230272,8.735562252500731e-206,2.3707445695871428e-205
CDC16,0.27892637,0.7157756135818667,0.8812600391725839,TMEM120A,0.20413736,0.15404044690686683,0.22638800513374568,SMCR8,0.044555027,0.8082046248312926,0.8959147991326766,SUGT1,0.1791259,3.0692394162047053e-07,6.082058990199765e-07,D2HGDH,0.41546994,0.032272451894081434,0.07162585940962897,LINC00562,-0.31646305,0.2467020831912058,0.29293688745253166,PARP11,0.38679704,0.07988083363091461,0.13383232028838402,PGA3,-0.8980319,0.9756269778037933,0.9936952688274479,BOLA3,0.33732885,2.0084020821547092e-127,8.256824904352729e-127,CES4A,1.3752896,1.3543625017118989e-08,4.367529674323927e-08,LRP6,0.34097004,9.784747482260023e-113,2.7011415584830484e-112,GDPD2,-2.2729003,0.5382943556138103,0.5781339606407362,ABL2,0.46808234,0.14825717466867655,0.22967589892732965,COPS8,0.20760655,0.0009317163336838969,0.002110696924040434,SLC15A1,-0.76655304,0.7647953131961146,0.8289493584283081,ZNF320,0.84436536,0.29081529199008127,0.5426111753785889,ENDOD1,0.65827745,1.6815657226675903e-34,4.449971924688633e-34,FAAH2,0.7633294,8.106495854152654e-13,1.560500451924386e-12,PRIM2,0.45343205,0.5811472146999299,0.6781099245594049,OCRL,0.34284803,1.560428281565676e-205,4.233324397876897e-205
FAM83A,2.213819,0.7158456347572222,0.8812743551477279,DICER1-AS1,0.64038384,0.15418082593913782,0.22652813717615536,AFAP1-AS1,0.5252309,0.8082348257481706,0.8959147991326766,MED12,0.15386787,3.0821094213020194e-07,6.106760586358157e-07,VPS11,0.33088115,0.032496903581129014,0.07208160917789522,AMIGO1,-0.61238366,0.24573552771573515,0.29183511050408206,SGK2,1.5015508,0.08014477009297244,0.13422981580769502,LDHC,-0.23239847,0.9755952436485461,0.9936952688274479,APAF1,0.49579158,2.106224970231592e-127,8.656630514906096e-127,VPS18,1.0175331,1.3643827695566465e-08,4.3989029605103414e-08,ASS1,0.5450699,1.789337333503788e-112,4.935967654403065e-112,ONECUT2,-1.0895413,0.5368880508638645,0.5766646120302785,SLC45A1,0.69396293,0.1483625154691538,0.229814952628602,TBL3,0.5974124,0.0009359899117407862,0.0021200599951961495,DRC7,-1.0445837,0.764322036261852,0.828495882443717,C3AR1,0.24110687,0.2908283724912143,0.5426111753785889,CAND1,0.19346334,1.7413614224995207e-34,4.605788045629647e-34,TBL3,0.4205553,8.205750939017211e-13,1.5794056009647718e-12,TMC8,-0.064120956,0.5808047599313364,0.6777627338501299,SLC25A46,0.08620213,1.8931681941216266e-205,5.135099637973326e-205
